payment_date,payment_month,supplier,expense_type,expense_area,supplier_type,supplier_post_code,amount,transaction_number,description
2024-03-27,2024-03-01 00:00:00,FAIR HEAT LTD,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Vendor,Se1 3qb,62400.0,584232,Desnz - Heat Networks Efficiency Scheme (Hnes)-Outsourced Programme Management
2024-03-27,2024-03-01 00:00:00,CONSOLIDATED FUND ACCOUNT 6622,Cl - Cash Cfers Paid Over To Hmt,Desnz - Corporate Services - Desnz - Finance Directorate,Wga Only,Rh10 1uh,20000000.0,584952,Desnz - Nsta Trust Statement Cfer-cl - Cash Cfers Paid Over To Hmt
2024-03-27,2024-03-01 00:00:00,COGNITION ENERGY LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,Ox9 3ez,144253.9,584199,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish
2024-03-27,2024-03-01 00:00:00,DENTONS UK AND MIDDLE EAST LLP,External Legal Advice And Service,Desnz - Energy Infrastructure - Desnz - Renewable Electricity Directorate,Vendor,Ec4m 7ws,92949.84,580436,Desnz - Net Zero Costs - Admin-external Legal Advice And Service
2024-03-27,2024-03-01 00:00:00,NATIONAL NUCLEAR LABORATORY LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,Wa3 6ae,1463655.26,583760,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish
2024-03-27,2024-03-01 00:00:00,FAIR HEAT LTD,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Vendor,Se1 3qb,28932.0,584232,Desnz - Heat Networks Efficiency Scheme (Hnes)-Outsourced Programme Management
2024-03-27,2024-03-01 00:00:00,UCL CONSULTANTS LTD,Research And Development Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Smart Metering Implementation Programme,Grant,W1t 4tj,55200.0,584655,Desnz - Roll-out Of Smart Meters-research And Development Expenditure
2024-03-27,2024-03-01 00:00:00,EDGE TESTING SOLUTIONS LTD,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,Ml4 3pb,292914.82,584186,Desnz - Net Zero Innovation - Smart-r & D Outsourced Other
2024-03-27,2024-03-01 00:00:00,OMNICOM MEDIA GROUP UK LTD T/A MANNING GOTTLIEB OMD,Marketing And Media,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Vendor,Se1 0sw,94627.04,584266,Desnz - Energy Saving Campaign-marketing And Media
2024-03-27,2024-03-01 00:00:00,OMNICOM MEDIA GROUP UK LTD T/A MANNING GOTTLIEB OMD,Marketing And Media,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Vendor,Se1 0sw,51197.04,584270,Desnz - Energy Saving Campaign-marketing And Media
2024-03-27,2024-03-01 00:00:00,BURO HAPPOLD LTD,Research And Development Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Vendor,Ba2 3dq,96000.0,584175,Desnz - Heat Networks Zoning-research And Development Expenditure
2024-03-27,2024-03-01 00:00:00,PA CONSULTING SERVICES LTD,Business Management Advice,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Vendor,Sw1e 5dn,86808.0,584607,Desnz - Uk Role In Eu Ets-business Management Advice
2024-03-28,2024-03-01 00:00:00,OMNICOM MEDIA GROUP UK LTD T/A MANNING GOTTLIEB OMD,Marketing And Media,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Vendor,Se1 0sw,60351.25,585198,Desnz - Boiler Upgrade Scheme (Programme)-Marketing And Media
2024-03-28,2024-03-01 00:00:00,LOW CARBON CONTRACTS COMPANY LTD,Grant-in-aid To Arms Length Bodies,Desnz - Energy Infrastructure - Desnz - Renewable Electricity Directorate,Vendor,E14 4pu,51744.88,584870,Desnz - Low Carbon Contracts Company Non Budget-grant-in-aid To Arms Length Bodies
2024-03-28,2024-03-01 00:00:00,CONSOLIDATED FUND ACCOUNT 6622,Cl - Cash Cfers Paid Over To Hmt,"Desnz - Net Zero, Nuclear & International - Desnz - Nda",Wga Only,Rh10 1uh,61415791.5,585516,Desnz - Nuclear Decommissioning Authority Grant In Aid-cl - Cash Cfers Paid Over To Hmt
2024-03-28,2024-03-01 00:00:00,OMNICOM MEDIA GROUP UK LTD T/A MANNING GOTTLIEB OMD,Marketing And Media,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Vendor,Se1 0sw,85528.01,585195,Desnz - Energy Saving Campaign-marketing And Media
2024-03-28,2024-03-01 00:00:00,PRICEWATERHOUSECOOPERS LLP,Consultancy Expenditure,Desnz - Energy Markets & Supply - Desnz - Energy Affordability,Vendor,Wc2n 6rh,309476.16,571863,Desnz - Energy Bills Relief Scheme-consultancy Expenditure
2024-03-28,2024-03-01 00:00:00,DELL CORPORATION LTD,Clearing Account   - Cost - Computer Equipment,Desnz - Corporate Services - Ics Charge - Desnz - Ics - Digital,Vendor,Ec3a 5af,51467.4,584255,Desnz - Desnz Corporate Services Programme-clearing Account   - Cost - Computer Equipment
2024-03-28,2024-03-01 00:00:00,DELL CORPORATION LTD,Clearing Account   - Cost - Computer Equipment,Desnz - Corporate Services - Ics Charge - Desnz - Ics - Digital,Vendor,Ec3a 5af,51467.4,584274,Desnz - Desnz Corporate Services Programme-clearing Account   - Cost - Computer Equipment
2024-03-28,2024-03-01 00:00:00,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,Current Grants To Private Sector - Npish,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Grant,Ex2 5dw,28180.0,584707,Desnz - Heat Networks Efficiency Scheme (Hnes)-Current Grants To Private Sector - Npish
2024-03-28,2024-03-01 00:00:00,LONDON BOROUGH OF ISLINGTON,Current Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Grant,N1 1xr,36000.0,584710,Desnz - Heat Networks Efficiency Scheme (Hnes)-Current Grants To Local Government
2024-03-28,2024-03-01 00:00:00,AECOM LTD,Research And Development Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Vendor,Wc1v 6qs,192000.0,584715,Desnz - Heat Networks Zoning-research And Development Expenditure
2024-03-28,2024-03-01 00:00:00,TRAFFORD BRUNTWOOD (STRETFORD MALL) LLP,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Vendor,M2 6lw,41940.0,585215,Desnz - Hndu Pipeline And Related Expenditure-capital Grants To Private Sector - Companies
2024-03-28,2024-03-01 00:00:00,UKRI-INNOVATE UK,Subsidies To The Private Sector - Presented As Grant Spend,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Wga Only,Sn2 1fl,94232.15,584741,Desnz - Net Zero Costs - Admin-subsidies To The Private Sector - Presented As Grant Spend
2024-03-28,2024-03-01 00:00:00,DELL CORPORATION LTD,Clearing Account   - Cost - Computer Equipment,Desnz - Corporate Services - Ics Charge - Desnz - Ics - Digital,Vendor,Ec3a 5af,51467.4,584228,Desnz - Desnz Corporate Services Programme-clearing Account   - Cost - Computer Equipment
2024-03-28,2024-03-01 00:00:00,MISSION ZERO TECHNOLOGIES LTD,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,Cm16 5dp,25041.4,584946,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other
2024-03-28,2024-03-01 00:00:00,BURO HAPPOLD LTD,Research And Development Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Vendor,Ba2 3dq,92500.0,584712,Desnz - Hndu Pipeline And Related Expenditure-research And Development Expenditure
2024-03-28,2024-03-01 00:00:00,GOVERNMENT LEGAL DEPARTMENT,Payments To Government Legal Department,Desnz - Corporate Services - Desnz - Legal Services,Vendor,Wc2b 4ts,112606.5,584793,Desnz - Litigation And Government Legal Department-payments To Government Legal Department
2024-03-28,2024-03-01 00:00:00,KEW PROJECTS LTD,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,B3 3hn,333461.41,584910,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other
2024-03-28,2024-03-01 00:00:00,UNIVERSITY OF EXETER,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Grant,Ex4 4qj,103728.13,584949,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other
2024-03-28,2024-03-01 00:00:00,LOW CARBON CONTRACTS COMPANY LTD,Grant-in-aid To Arms Length Bodies,Desnz - Energy Infrastructure - Desnz - Renewable Electricity Directorate,Vendor,E14 4pu,33350.99,584868,Desnz - Low Carbon Contracts Company Non Budget-grant-in-aid To Arms Length Bodies
2024-03-28,2024-03-01 00:00:00,TRASYS INTERNATIONAL EEIG (NRB GROUP),Clearing - Cost - Assets Under Construction - Internally Developed Software,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Vendor,4040,64838.58,583388,Desnz - Uk Role In Eu Ets-clearing - Cost - Assets Under Construction - Internally Developed Software
2024-03-28,2024-03-01 00:00:00,AVIVA EQUITY RELEASE UK LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Grant,Yo90 1wr,28019.02,584927,Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish
2024-03-28,2024-03-01 00:00:00,CITIGEN (LONDON) LTD,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Grant,Cv4 8lg,47968.37,584722,Desnz - Heat Networks Efficiency Scheme (Hnes)-Capital Grants To Private Sector - Companies
2024-03-28,2024-03-01 00:00:00,LOW CARBON CONTRACTS COMPANY LTD,Grant-in-aid To Arms Length Bodies,Desnz - Energy Infrastructure - Desnz - Renewable Electricity Directorate,Vendor,E14 4pu,37651.26,584874,Desnz - Low Carbon Contracts Company Non Budget-grant-in-aid To Arms Length Bodies
2024-03-28,2024-03-01 00:00:00,23RED LTD,Marketing And Media,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Vendor,Ec2a 4dq,43117.78,585227,Desnz - Energy Saving Campaign-marketing And Media
2024-03-28,2024-03-01 00:00:00,DELL CORPORATION LTD,Clearing Account   - Cost - Computer Equipment,Desnz - Corporate Services - Ics Charge - Desnz - Ics - Digital,Vendor,Ec3a 5af,51467.4,584209,Desnz - Desnz Corporate Services Programme-clearing Account   - Cost - Computer Equipment
2024-03-28,2024-03-01 00:00:00,DELL CORPORATION LTD,Clearing Account   - Cost - Computer Equipment,Desnz - Corporate Services - Ics Charge - Desnz - Ics - Digital,Vendor,Ec3a 5af,51467.4,584229,Desnz - Desnz Corporate Services Programme-clearing Account   - Cost - Computer Equipment
2024-03-28,2024-03-01 00:00:00,DELL CORPORATION LTD,Clearing Account   - Cost - Computer Equipment,Desnz - Corporate Services - Ics Charge - Desnz - Ics - Digital,Vendor,Ec3a 5af,51467.4,584271,Desnz - Desnz Corporate Services Programme-clearing Account   - Cost - Computer Equipment
2024-03-28,2024-03-01 00:00:00,UNITED NATIONS OFFICE FOR PROJECT SERVICES (UNOPS),Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Grant,1219,3000000.0,578689,Desnz - International Climate Finance (Icf)-Current Grants To Private Sector - Npish
2024-03-28,2024-03-01 00:00:00,VITAL ENERGI UTILITIES LTD,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Vendor,Bb1 2ld,44636.18,561727,Desnz - Heat Networks Efficiency Scheme (Hnes)-Outsourced Programme Management
2024-03-28,2024-03-01 00:00:00,CRDF GLOBAL,Current Grants To Overseas Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Vendor,22209,26204.4,583468,Desnz - Nuclear Security Programme-current Grants To Overseas Bodies
2024-03-28,2024-03-01 00:00:00,OMNICOM MEDIA GROUP UK LTD T/A MANNING GOTTLIEB OMD,Marketing And Media,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Vendor,Se1 0sw,122447.32,585199,Desnz - Boiler Upgrade Scheme (Programme)-Marketing And Media
2024-03-28,2024-03-01 00:00:00,OMNICOM MEDIA GROUP UK LTD T/A MANNING GOTTLIEB OMD,Marketing And Media,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Vendor,Se1 0sw,284081.91,585196,Desnz - Boiler Upgrade Scheme (Programme)-Marketing And Media
2024-03-28,2024-03-01 00:00:00,LOW CARBON CONTRACTS COMPANY LTD,Grant-in-aid To Arms Length Bodies,Desnz - Energy Infrastructure - Desnz - Renewable Electricity Directorate,Vendor,E14 4pu,26901.32,584872,Desnz - Low Carbon Contracts Company Non Budget-grant-in-aid To Arms Length Bodies
2024-03-28,2024-03-01 00:00:00,NATIONAL NUCLEAR LABORATORY LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,Wa3 6ae,342746.0,584706,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish
2024-03-28,2024-03-01 00:00:00,EPEX SPOT SE LONDON BRANCH,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,E14 4he,133925.94,584674,Desnz - Net Zero Innovation - Smart-r & D Outsourced Other
2024-03-28,2024-03-01 00:00:00,DELL CORPORATION LTD,Clearing Account   - Cost - Computer Equipment,Desnz - Corporate Services - Ics Charge - Desnz - Ics - Digital,Vendor,Ec3a 5af,51467.4,584207,Desnz - Desnz Corporate Services Programme-clearing Account   - Cost - Computer Equipment
2024-03-28,2024-03-01 00:00:00,NNB GENERATION COMPANY (SZC) LIMITED,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,Rh10 1qq,142158.22,584724,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other
2024-03-28,2024-03-01 00:00:00,AECOM LTD,Research And Development Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Vendor,Wc1v 6qs,100000.0,584713,Desnz - Heat Networks Zoning-research And Development Expenditure
2024-03-28,2024-03-01 00:00:00,BARINGS CORE FUND KEEL OPERATING LTD,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Grant,Ec2n 2ay,241438.55,584723,Desnz - Heat Networks Efficiency Scheme (Hnes)-Capital Grants To Private Sector - Companies
2024-03-28,2024-03-01 00:00:00,NOVA INNOVATION LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Grant,Eh6 6qh,130217.22,584932,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish
2024-03-28,2024-03-01 00:00:00,BEIS CONCESSIONARY FUEL GBS ACCOUNT,Ca - Beis Concessionary Fuel Gbs Account,Desnz - Energy Infrastructure - Desnz - Energy Development,Vendor,Sw1h 0et,6986039.46,584220,Desnz - Liabilities To Ex-british Coal Employees And Other Liabilities Transferr-ca - Beis Concessionary Fuel Gbs Account
2024-03-28,2024-03-01 00:00:00,DELL CORPORATION LTD,Clearing Account   - Cost - Computer Equipment,Desnz - Corporate Services - Ics Charge - Desnz - Ics - Digital,Vendor,Ec3a 5af,51467.4,584277,Desnz - Desnz Corporate Services Programme-clearing Account   - Cost - Computer Equipment
2024-03-28,2024-03-01 00:00:00,DELL CORPORATION LTD,Clearing Account   - Cost - Computer Equipment,Desnz - Corporate Services - Ics Charge - Desnz - Ics - Digital,Vendor,Ec3a 5af,51467.4,584265,Desnz - Desnz Corporate Services Programme-clearing Account   - Cost - Computer Equipment
2024-03-28,2024-03-01 00:00:00,DELL CORPORATION LTD,Clearing Account   - Cost - Computer Equipment,Desnz - Corporate Services - Ics Charge - Desnz - Ics - Digital,Vendor,Ec3a 5af,51467.4,584296,Desnz - Desnz Corporate Services Programme-clearing Account   - Cost - Computer Equipment
2024-03-28,2024-03-01 00:00:00,CIVIL NUCLEAR POLICE AUTHORITY (CIVIL NUCLEAR CONSTABULARY),Grant-in-aid To Arms Length Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Wga Only,Cw7 9gr,104032.53,585214,Desnz - Civil Nuclear Police Authority Grant In Aid-grant-in-aid To Arms Length Bodies
2024-03-28,2024-03-01 00:00:00,JAMES MARTIN CENTER FOR NONPROLIFERATION STUDIES,Current Grants To Overseas Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Vendor,93940,30463.9,583438,Desnz - Nuclear Security Programme-current Grants To Overseas Bodies
2024-03-28,2024-03-01 00:00:00,KANTAR PUBLIC UK LTD T/A VERIAN,R & D Economic Consultancy And Research,Desnz - Energy Markets & Supply - Desnz - Analysis Directorate,Vendor,Se1 2qy,115495.0,584835,Desnz - Energy Statistics And Data-r & D Economic Consultancy And Research
2024-03-28,2024-03-01 00:00:00,UNITED UTILITIES WATER PLC,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,Wa55 1wa,43987.55,584945,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other
2024-04-02,2024-04-01 00:00:00,NUCLEAR DECOMMISSIONING AUTHORITY,Utilisation Of Provisions - British Energy,"Desnz - Net Zero, Nuclear & International - Desnz - British Energy Historic Payments",Vendor,Ca24 3hw,6944527.47,580249,Desnz - British Energy Historic Liabilities Funding-utilisation Of Provisions - British Energy
2024-04-02,2024-04-01 00:00:00,DENTONS UK AND MIDDLE EAST LLP,External Legal Advice And Service,Desnz - Energy Markets & Supply - Desnz - Energy Markets & Analysis,Vendor,Ec4m 7ws,45444.36,585835,Desnz - Net Zero Costs - Admin-external Legal Advice And Service
2024-04-02,2024-04-01 00:00:00,FOREST RESEARCH,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Grant,Gu10 4lh,487958.45,585334,Desnz - Greenhouse Gas Emissions Inventory-r & D Current Grants To Private Sector - Npish
2024-04-02,2024-04-01 00:00:00,KANTAR PUBLIC UK LTD T/A VERIAN,Economic Consultancy & Research,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Vendor,Sw1p 3ja,26224.0,585507,Desnz - Energy Savings Advice Service-economic Consultancy & Research
2024-04-02,2024-04-01 00:00:00,FAIR HEAT LTD,Research And Development Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Vendor,Se1 3qb,70000.0,585268,Desnz - Hndu Pipeline And Related Expenditure-research And Development Expenditure
2024-04-02,2024-04-01 00:00:00,SAC COMMERCIAL LTD,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,Eh9 3jg,327908.27,585828,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other
