Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Invoice Number,Purchase Order Number,Cost Centre Name,NAC Code,NAC Name,Programme Code,Programme Name,Cost Centre Code,Directorate
16/09/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,621193,"£68,944.28",Ics - Admin-accommodation & Building Management,B3 2bj,Vendor,00000001/35190,427000005455,Ics - Comm - Estates And Accommodation,52151001,Accommodation & Building Management,700560,Ics - Admin,708564,ICS - Integrated Corporate Services
16/09/2024,Rentals Under Ifrs 16 Leases Buildings,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,621193,"£58,530.00",Ics - Admin-rentals Under Ifrs 16 Leases Buildings,B3 2bj,Vendor,00000001/35190,427000005455,Ics - Comm - Estates And Accommodation,58112001,Rentals Under Ifrs 16 Leases Buildings,700560,Ics - Admin,708564,ICS - Integrated Corporate Services
27/09/2024,Rentals Under Ifrs 16 Leases Buildings,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,623922,"£107,010.38",Desnz - Devolved Admin-rentals Under Ifrs 16 Leases Buildings,B3 2bj,Vendor,00000001/35847,427000004300,Ics - Comm - Estates And Accommodation,58112001,Rentals Under Ifrs 16 Leases Buildings,700101,Desnz - Devolved Admin,708564,ICS - Integrated Corporate Services
02/09/2024,Grant-in-aid To Arms Length Bodies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Salix Finance Ltd,617415,"£1,828,247.39",Desnz - Salix - Grant In Aid.-Grant-in-aid To Arms Length Bodies,Ec4n 7be,Grant,Salix062024housingrev,427000004150,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54811001,Grant-in-aid To Arms Length Bodies,709206,Desnz - Salix - Grant In Aid.,701013,Net Zero Buildings and Industry (NZBI)
02/09/2024,Technical Advice / Services & Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Turner And Townsend Consulting Ltd,617822,"£166,033.20",Desnz - Hug 2-technical Advice / Services & Support,Ls18 4gh,Vendor,Priv00007501,427000003775,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),52112018,Technical Advice / Services & Support,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
10/09/2024,Programme Monitoring And Evaluation,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Iff Research Ltd,618127,"£60,679.46",Desnz - Hug 2-programme Monitoring And Evaluation,Ec3r 6hd,Vendor,18796,427000003462,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),52114034,Programme Monitoring And Evaluation,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
05/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Dorset Council,619476,"£413,972.00",Desnz - Hug 2-capital Grants To Local Government,Dt1 1xj,Vendor,C_0015_24/25_04,427000000285,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
05/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Great Yarmouth Borough Council,619477,"£95,008.00",Desnz - Hug 2-capital Grants To Local Government,Nr30 2qf,Grant,S_0018_24/25_05,427000000286,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
05/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Liverpool City Region Combined Authority,619478,"£123,028.00",Desnz - Hug 2-capital Grants To Local Government,L3 1bp,Vendor,C_0022_24/25_04,427000005093,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
05/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Newcastle City Council,619479,"£41,161.00",Desnz - Hug 2-capital Grants To Local Government,Ne1 8qn,Wga Only,S_0025_24/25_03,427000000291,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
05/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Nottingham City Council,619481,"£1,900,998.00",Desnz - Hug 2-capital Grants To Local Government,Ng2 3ah,Wga Only,C_0024_24/25_05,427000004741,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
05/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Oxfordshire County Council,619482,"£313,144.00",Desnz - Hug 2-capital Grants To Local Government,Ox1 1nd,Wga Only,C_0029_24/25_03,427000000295,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
05/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Rochdale Borough Council,619483,"£199,813.00",Desnz - Hug 2-capital Grants To Local Government,Ol16 1xu,Grant,S_0032_24/25_01,427000000298,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
05/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Shropshire Council,619484,"£309,059.00",Desnz - Hug 2-capital Grants To Local Government,Sy2 6nd,Wga Only,S_0036_24/25_03,427000000301,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
05/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Stroud District Council,619485,"£236,706.00",Desnz - Hug 2-capital Grants To Local Government,Gl5 4ub,Vendor,C_0037_24/25_05,427000000302,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
05/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Wealden District Council,619486,"£149,022.00",Desnz - Hug 2-capital Grants To Local Government,Bn27 2ax,Vendor,S_0043_24/25_04,427000000308,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
05/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Bristol City Council,619507,"£693,534.00",Desnz - Hug 2-capital Grants To Local Government,Bs1 9ne,Wga Only,C_0003_24/25_05,427000000280,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
05/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Cambridge City Council,619509,"£471,709.00",Desnz - Hug 2-capital Grants To Local Government,Cb2 3qj,Grant,C_0006_24/25_05,427000000231,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
05/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Cheshire East Borough Council,619510,"£120,939.00",Desnz - Hug 2-capital Grants To Local Government,Cw11 1hz,Wga Only,C_0008_24/25_04,427000000228,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
05/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,City Of York Council,619511,"£67,882.00",Desnz - Hug 2-capital Grants To Local Government,Yo1 6ga,Grant,C_0027_24/25_02,427000000227,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
05/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Cornwall And Isles Of Scilly Lep,619512,"£548,422.00",Desnz - Hug 2-capital Grants To Local Government,Tr1 3ay,Grant,C_0010_24/25_02,427000000283,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
26/09/2024,Technical Advice / Services & Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Turner And Townsend Consulting Ltd,622491,"£192,521.33",Desnz - Hug 2-technical Advice / Services & Support,Ls18 4gh,Vendor,Priv00007639,427000003775,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),52112018,Technical Advice / Services & Support,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
26/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Blackpool Council,623818,"£1,233,318.85",Desnz - Hug 2-capital Grants To Local Government,Fy1 3ah,Grant,C_0002_24/25_04,427000000274,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
26/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,North Yorkshire County Council,623822,"£198,866.22",Desnz - Hug 2-capital Grants To Local Government,Dl7 8ah,Wga Only,C_0027_24/25_04,427000000293,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
26/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Northumberland County Council,623823,"£415,284.00",Desnz - Hug 2-capital Grants To Local Government,Ne61 2ef,Grant,S_0028_24/25_05,427000000294,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
26/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Portsmouth City Council,623824,"£1,285,211.89",Desnz - Hug 2-capital Grants To Local Government,Po1 2al,Wga Only,C_0031_24/25_05,427000000297,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
26/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Sedgemoor District Council,623825,"£213,997.02",Desnz - Hug 2-capital Grants To Local Government,Ta4 3ar,Grant,C_0033_24/25_03,427000000221,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
26/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Suffolk County Council,623826,"£202,984.19",Desnz - Hug 2-capital Grants To Local Government,Ip1 2bx,Wga Only,C_0038_24/25_03,427000000303,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
26/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Surrey County Council,623827,"£134,131.42",Desnz - Hug 2-capital Grants To Local Government,Rh1 1yb,Vendor,C_0039_24/25_04,427000000304,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
26/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,West Devon Borough Council,623829,"£88,849.86",Desnz - Hug 2-capital Grants To Local Government,Pl19 0bz,Grant,C_0044_24/25_02,427000000309,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
18/09/2024,Clearing Account   - Cost - Computer Equipment,Ics - Integrated Corporate Services - Ics - Digital,Dell Corporation Ltd,620306,"£49,200.00",Desnz - Desnz Corporate Services Programme-clearing Account   - Cost - Computer Equipment,Ec3a 5af,Vendor,1404884805,427000005412,Ics - Digital - Bespoke - Technology-as-is,11412002,Clearing Account   - Cost - Computer Equipment,704517,Desnz - Desnz Corporate Services Programme,708815,ICS - Integrated Corporate Services
18/09/2024,Clearing Account   - Cost - Computer Equipment,Ics - Integrated Corporate Services - Ics - Digital,Dell Corporation Ltd,620308,"£49,200.00",Desnz - Desnz Corporate Services Programme-clearing Account   - Cost - Computer Equipment,Ec3a 5af,Vendor,1404884809,427000005412,Ics - Digital - Bespoke - Technology-as-is,11412002,Clearing Account   - Cost - Computer Equipment,704517,Desnz - Desnz Corporate Services Programme,708815,ICS - Integrated Corporate Services
18/09/2024,Clearing Account   - Cost - Computer Equipment,Ics - Integrated Corporate Services - Ics - Digital,Dell Corporation Ltd,620316,"£49,200.00",Desnz - Desnz Corporate Services Programme-clearing Account   - Cost - Computer Equipment,Ec3a 5af,Vendor,1404884807,427000005412,Ics - Digital - Bespoke - Technology-as-is,11412002,Clearing Account   - Cost - Computer Equipment,704517,Desnz - Desnz Corporate Services Programme,708815,ICS - Integrated Corporate Services
18/09/2024,Clearing Account   - Cost - Computer Equipment,Ics - Integrated Corporate Services - Ics - Digital,Dell Corporation Ltd,620317,"£49,200.00",Desnz - Desnz Corporate Services Programme-clearing Account   - Cost - Computer Equipment,Ec3a 5af,Vendor,1404884806,427000005412,Ics - Digital - Bespoke - Technology-as-is,11412002,Clearing Account   - Cost - Computer Equipment,704517,Desnz - Desnz Corporate Services Programme,708815,ICS - Integrated Corporate Services
18/09/2024,Clearing Account   - Cost - Computer Equipment,Ics - Integrated Corporate Services - Ics - Digital,Dell Corporation Ltd,620318,"£49,200.00",Desnz - Desnz Corporate Services Programme-clearing Account   - Cost - Computer Equipment,Ec3a 5af,Vendor,1404884808,427000005412,Ics - Digital - Bespoke - Technology-as-is,11412002,Clearing Account   - Cost - Computer Equipment,704517,Desnz - Desnz Corporate Services Programme,708815,ICS - Integrated Corporate Services
18/09/2024,Clearing Account   - Cost - Computer Equipment,Ics - Integrated Corporate Services - Ics - Digital,Dell Corporation Ltd,621093,"£49,200.00",Desnz - Desnz Corporate Services Programme-clearing Account   - Cost - Computer Equipment,Ec3a 5af,Vendor,1404888655,427000005412,Ics - Digital - Bespoke - Technology-as-is,11412002,Clearing Account   - Cost - Computer Equipment,704517,Desnz - Desnz Corporate Services Programme,708815,ICS - Integrated Corporate Services
