Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Invoice Number,Purchase Order Number,Cost Centre Name,NAC Code,NAC Name,Programme Code,Programme Name,Cost Centre Code,Directorate
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Westminster City Council,616903,"£520,000.00",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Sw1e 6qp,Wga Only,Shdf2_942,427000000583,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
27/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Westmorland And Furness Council,617675,"£250,905.18",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,La9 4dq,Grant,Shdf2_901,427000004324,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
02/08/2024,Other Programme Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Department For Transport,613088,"£45,081.00",Desnz - Research & Evaluation-other Programme Expenditure,Sw1p 4dr,Wga Only,9313494387,427000003182,Desnz - Capital Schemes Policy,52241040,Other Programme Expenditure,702213,Desnz - Research & Evaluation,701023,Net Zero Buildings and Industry (NZBI)
19/08/2024,Other Programme Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Department For Transport,613664,"£47,159.00",Desnz - Research & Evaluation-other Programme Expenditure,Sw1p 4dr,Wga Only,9313494388,427000003182,Desnz - Capital Schemes Policy,52241040,Other Programme Expenditure,702213,Desnz - Research & Evaluation,701023,Net Zero Buildings and Industry (NZBI)
12/08/2024,Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Wilton Park Executive Agency,614902,"£35,555.00",Desnz - Inz - Care Fund-current Grants To Private Sector - Npish,Bn44 3dz,Vendor,11175,427000005203,Desnz - Inz Cfs - Finance And Sector Transition,54156001,Current Grants To Private Sector - Npish,707376,Desnz - Inz - Care Fund,701112,"Net Zero, Nuclear & International"
02/08/2024,Capital Grants To Public Corporations (Pcs),Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Salix Finance Ltd,613347,"£16,708,977.56",Desnz - Public Sector Decarbonisation Scheme (Psds)-Capital Grants To Public Corporations (Pcs),Ec4n 7be,Grant,Grantclaim01/08/2024,427000004473,Desnz - Public Sector Decarbonisation,54113001,Capital Grants To Public Corporations (Pcs),700226,Desnz - Public Sector Decarbonisation Scheme (Psds),701016,Net Zero Buildings and Industry (NZBI)
09/08/2024,Grant-in-aid To Arms Length Bodies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Salix Finance Ltd,614487,"£75,283.66",Desnz - Salix - Grant In Aid.-Grant-in-aid To Arms Length Bodies,E14 4pu,Grant,Grantclaim05/08/2024,427000004168,Desnz - Public Sector Decarbonisation,54811001,Grant-in-aid To Arms Length Bodies,709206,Desnz - Salix - Grant In Aid.,701016,Net Zero Buildings and Industry (NZBI)
09/08/2024,Grant-in-aid To Arms Length Bodies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Salix Finance Ltd,614487,"£775,874.42",Desnz - Salix - Grant In Aid.-Grant-in-aid To Arms Length Bodies,E14 4pu,Grant,Grantclaim05/08/2024,427000004168,Desnz - Public Sector Decarbonisation,54811001,Grant-in-aid To Arms Length Bodies,709206,Desnz - Salix - Grant In Aid.,701016,Net Zero Buildings and Industry (NZBI)
27/08/2024,R & D Research And Development Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Energy Systems Catapult Ltd,617591,"£33,995.53",Desnz - Psd Strategy Projects-r & D Research And Development Expenditure,B4 6bs,Vendor,Esc1822,427000004572,Desnz - Public Sector Decarbonisation,59149003,R & D Research And Development Expenditure,707530,Desnz - Psd Strategy Projects,701016,Net Zero Buildings and Industry (NZBI)
27/08/2024,R & D Research And Development Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Energy Systems Catapult Ltd,617592,"£40,227.20",Desnz - Psd Strategy Projects-r & D Research And Development Expenditure,B4 6bs,Vendor,Esc1829,427000004572,Desnz - Public Sector Decarbonisation,59149003,R & D Research And Development Expenditure,707530,Desnz - Psd Strategy Projects,701016,Net Zero Buildings and Industry (NZBI)
14/08/2024,Faststream - Full Cost,Desnz - Corporate Services - Desnz - Human Resources,Cabinet Office,615122,"£47,463.00",Desnz - Devolved Admin-faststream - Full Cost,Np10 8fz,Wga Only,3843898,427000005019,Desnz - Hr - Fast Stream,51181001,Faststream - Full Cost,700101,Desnz - Devolved Admin,706528,Corporate Services
15/08/2024,Faststream - Full Cost,Desnz - Corporate Services - Desnz - Human Resources,Cabinet Office,615653,"£133,580.00",Desnz - Devolved Admin-faststream - Full Cost,Fy1 9jn,Wga Only,3844031,427000005019,Desnz - Hr - Fast Stream,51181001,Faststream - Full Cost,700101,Desnz - Devolved Admin,706528,Corporate Services
15/08/2024,Faststream - Full Cost,Desnz - Corporate Services - Desnz - Human Resources,Cabinet Office,615654,"£195,679.00",Desnz - Devolved Admin-faststream - Full Cost,Np10 8fz,Wga Only,3844030,427000005019,Desnz - Hr - Fast Stream,51181001,Faststream - Full Cost,700101,Desnz - Devolved Admin,706528,Corporate Services
15/08/2024,Faststream - Full Cost,Desnz - Corporate Services - Desnz - Human Resources,Cabinet Office,615655,"£49,036.00",Desnz - Devolved Admin-faststream - Full Cost,Fy1 9jn,Wga Only,3844032,427000005019,Desnz - Hr - Fast Stream,51181001,Faststream - Full Cost,700101,Desnz - Devolved Admin,706528,Corporate Services
22/08/2024,Faststream - Full Cost,Desnz - Corporate Services - Desnz - Human Resources,Cabinet Office,617103,"£75,414.00",Desnz - Devolved Admin-faststream - Full Cost,Np10 8fz,Wga Only,3844131,427000005019,Desnz - Hr - Fast Stream,51181001,Faststream - Full Cost,700101,Desnz - Devolved Admin,706528,Corporate Services
22/08/2024,Faststream - Full Cost,Desnz - Corporate Services - Desnz - Human Resources,Cabinet Office,617104,"£209,124.00",Desnz - Devolved Admin-faststream - Full Cost,Np10 8fz,Wga Only,3844132,427000005019,Desnz - Hr - Fast Stream,51181001,Faststream - Full Cost,700101,Desnz - Devolved Admin,706528,Corporate Services
22/08/2024,Faststream - Full Cost,Desnz - Corporate Services - Desnz - Human Resources,Cabinet Office,617105,"£32,298.00",Desnz - Devolved Admin-faststream - Full Cost,Np10 8fz,Wga Only,3844133,427000005019,Desnz - Hr - Fast Stream,51181001,Faststream - Full Cost,700101,Desnz - Devolved Admin,706528,Corporate Services
07/08/2024,Ict Maintenance & Upkeep,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Nuvia Ltd,613917,"£193,281.07",Desnz - Radiation Monitor Network-ict Maintenance & Upkeep,Wa3 6xg,Vendor,23214-03514,427000002108,"Desnz - Nuclear - Safety, Resilience And Regulation",52181016,Ict Maintenance & Upkeep,707526,Desnz - Radiation Monitor Network,700670,"Net Zero, Nuclear & International"
14/08/2024,It Hosting Services,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Amazon Web Services Emea Sarl,614332,"£72,337.88",Desnz - Rrems Business As Usual-it Hosting Services,L-1855,Vendor,Euingb24-3602431,427000001856,"Desnz - Nuclear - Safety, Resilience And Regulation",52186001,It Hosting Services,707170,Desnz - Rrems Business As Usual,700670,"Net Zero, Nuclear & International"
09/08/2024,It Management And Change - Application Support Services,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Cgi It Uk Ltd,614506,"£97,499.67",Desnz - Rrems Business As Usual-it Management And Change - Application Support Services,Ec3m 3by,Vendor,Gb014138512,427000002733,"Desnz - Nuclear - Safety, Resilience And Regulation",52183011,It Management And Change - Application Support Services,707170,Desnz - Rrems Business As Usual,700670,"Net Zero, Nuclear & International"
28/08/2024,It Management And Change - Application Support Services,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Cgi It Uk Ltd,617132,"£65,705.15",Desnz - Rrems Business As Usual-it Management And Change - Application Support Services,Ec3m 3by,Vendor,Gb014139136,427000002733,"Desnz - Nuclear - Safety, Resilience And Regulation",52183011,It Management And Change - Application Support Services,707170,Desnz - Rrems Business As Usual,700670,"Net Zero, Nuclear & International"
29/08/2024,Ict Maintenance & Upkeep,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Nuvia Ltd,617574,"£270,619.35",Desnz - Radiation Monitor Network-ict Maintenance & Upkeep,Wa3 6xg,Vendor,23214-03711,427000002108,"Desnz - Nuclear - Safety, Resilience And Regulation",52181016,Ict Maintenance & Upkeep,707526,Desnz - Radiation Monitor Network,700670,"Net Zero, Nuclear & International"
28/08/2024,End User Software And Hardware - It Software Licences And Software Maintenance,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Cgi It Uk Ltd,617645,"£28,013.34",Desnz - Rrems Business As Usual-end User Software And Hardware - It Software Licences And Software Maintenance,Ec3m 3by,Vendor,Gb014139256,427000002733,"Desnz - Nuclear - Safety, Resilience And Regulation",52184002,End User Software And Hardware - It Software Licences And Software Maintenance,707170,Desnz - Rrems Business As Usual,700670,"Net Zero, Nuclear & International"
30/08/2024,It Management And Change - Application Support Services,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Cgi It Uk Ltd,618189,"£39,947.45",Desnz - Rrems Business As Usual-it Management And Change - Application Support Services,Ec3m 3by,Vendor,Gb014139399,427000002733,"Desnz - Nuclear - Safety, Resilience And Regulation",52183011,It Management And Change - Application Support Services,707170,Desnz - Rrems Business As Usual,700670,"Net Zero, Nuclear & International"
09/08/2024,Audit Services,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Fti Consulting Ltd,613122,"£270,792.01",Desnz - Energy Price Guarantee - Domestic-audit Services,Ec1a 4hd,Vendor,101000025551,427000000628,Desnz - Government Price Guarantee,52115001,Audit Services,700377,Desnz - Energy Price Guarantee - Domestic,700801,Energy Markets & Supply
02/08/2024,Legal Services And Advice Agency,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Dentons Uk And Middle East Llp,613135,"£52,906.20",Desnz - Energy Price Guarantee - Domestic-legal Services And Advice Agency,Ec4m 7ws,Vendor,91317786,427000001396,Desnz - Government Price Guarantee,52112009,Legal Services And Advice Agency,700377,Desnz - Energy Price Guarantee - Domestic,700801,Energy Markets & Supply
02/08/2024,Legal Services And Advice Agency,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Dentons Uk And Middle East Llp,613149,"£50,289.96",Desnz - Energy Price Guarantee - Domestic-legal Services And Advice Agency,Ec4m 7ws,Vendor,91317750,427000001396,Desnz - Government Price Guarantee,52112009,Legal Services And Advice Agency,700377,Desnz - Energy Price Guarantee - Domestic,700801,Energy Markets & Supply
29/08/2024,Programme Monitoring And Evaluation,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Ipsos (Market Research) Ltd,615701,"£105,074.12",Desnz - Energy Price Guarantee - Domestic-programme Monitoring And Evaluation,E1w 1yw,Vendor,24001866,427000000724,Desnz - Government Price Guarantee,52114034,Programme Monitoring And Evaluation,700377,Desnz - Energy Price Guarantee - Domestic,700801,Energy Markets & Supply
29/08/2024,Programme Monitoring And Evaluation,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Ipsos (Market Research) Ltd,615704,"£270,349.87",Desnz - Energy Price Guarantee - Domestic-programme Monitoring And Evaluation,E1w 1yw,Vendor,24001867,427000000724,Desnz - Government Price Guarantee,52114034,Programme Monitoring And Evaluation,700377,Desnz - Energy Price Guarantee - Domestic,700801,Energy Markets & Supply
29/08/2024,Programme Monitoring And Evaluation,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Ipsos (Market Research) Ltd,615705,"£71,515.25",Desnz - Energy Price Guarantee - Domestic-programme Monitoring And Evaluation,E1w 1yw,Vendor,24001868,427000000724,Desnz - Government Price Guarantee,52114034,Programme Monitoring And Evaluation,700377,Desnz - Energy Price Guarantee - Domestic,700801,Energy Markets & Supply
29/08/2024,Programme Monitoring And Evaluation,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Ipsos (Market Research) Ltd,615706,"£75,031.62",Desnz - Energy Price Guarantee - Domestic-programme Monitoring And Evaluation,E1w 1yw,Vendor,24001869,427000000724,Desnz - Government Price Guarantee,52114034,Programme Monitoring And Evaluation,700377,Desnz - Energy Price Guarantee - Domestic,700801,Energy Markets & Supply
29/08/2024,Programme Monitoring And Evaluation,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Ipsos (Market Research) Ltd,615707,"£39,895.00",Desnz - Energy Price Guarantee - Domestic-programme Monitoring And Evaluation,E1w 1yw,Vendor,24001870,427000000724,Desnz - Government Price Guarantee,52114034,Programme Monitoring And Evaluation,700377,Desnz - Energy Price Guarantee - Domestic,700801,Energy Markets & Supply
29/08/2024,Programme Monitoring And Evaluation,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Ipsos (Market Research) Ltd,615708,"£49,930.00",Desnz - Energy Price Guarantee - Domestic-programme Monitoring And Evaluation,E1w 1yw,Vendor,24001871,427000000724,Desnz - Government Price Guarantee,52114034,Programme Monitoring And Evaluation,700377,Desnz - Energy Price Guarantee - Domestic,700801,Energy Markets & Supply
29/08/2024,Administration Of Grants And Awards,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Office Of Gas And Electricity Markets (Ofgem),618122,"£401,567.00",Desnz - Energy Price Guarantee - Domestic-administration Of Grants And Awards,E14 4pu,Grant,Si/001883,427000001116,Desnz - Government Price Guarantee,52114022,Administration Of Grants And Awards,700377,Desnz - Energy Price Guarantee - Domestic,700801,Energy Markets & Supply
29/08/2024,Administration Of Grants And Awards,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Office Of Gas And Electricity Markets (Ofgem),618122,"£2,052,230.00",Desnz - Energy Price Guarantee - Domestic-administration Of Grants And Awards,E14 4pu,Grant,Si/001883,427000001116,Desnz - Government Price Guarantee,52114022,Administration Of Grants And Awards,700377,Desnz - Energy Price Guarantee - Domestic,700801,Energy Markets & Supply
07/08/2024,Ca - Clarity Travel Management,Desnz - Corporate Services - Desnz - Finance Directorate,Corporate Travel Management (North) Ltd,613883,"£398,858.24",Desnz - Devolved Admin-ca - Clarity Travel Management,Bd1 5hq,Vendor,Corporate Travel Ctm North Ltd,,"Desnz - Fd - Efficiency, Corporate And Reporting",18169037,Ca - Clarity Travel Management,700101,Desnz - Devolved Admin,700560,Corporate Services
20/08/2024,It Services,Ics - Integrated Corporate Services - Ics - Commercial,Bravosolution Uk Ltd,616587,"£30,853.00",Ics - Admin-it Services,Ec1m 4as,Vendor,Invuk2902,427000000246,"Ics - Comm - Commercial Assurance, Capability & Policy",52181026,It Services,700560,Ics - Admin,708589,ICS - Integrated Corporate Services
20/08/2024,Marketing And Media,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Omnicom Media Group Uk Ltd T/A Manning Gottlieb Omd,606129,"£25,258.43",Desnz - Boiler Upgrade Scheme (Programme)-Marketing And Media,Se1 0sw,Vendor,F73657,427000004117,"Desnz - Electrification, Products, Buildings & Delivery",52141001,Marketing And Media,700316,Desnz - Boiler Upgrade Scheme (Programme),701820,Net Zero Buildings and Industry (NZBI)
01/08/2024,Ca - Other Receivables - Unclassified,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Office Of Gas And Electricity Markets (Ofgem),610341,"£7,384,945.00",Desnz - Rhi Domestic Ame Payments-ca - Other Receivables - Unclassified,Sw1p 3ge,Grant,Grantclaim16/07/2024,427000004604,"Desnz - Electrification, Products, Buildings & Delivery",18169001,Ca - Other Receivables - Unclassified,707066,Desnz - Rhi Domestic Ame Payments,701820,Net Zero Buildings and Industry (NZBI)
